Brand,Model,Car_Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Count,Price,Estimated_Original_Price,Core_Systems_Score,Supporting_Systems_Score,Interiors_AC_Score,Exteriors_Lights_Score,Wear_Tear_Parts_Score,Depreciation_Percent,Price_Lost_Per_Year,Km_Per_Year,Ownership_Impact,Luxury_Score,Wear_Price_Ratio,Total_Feature_Score
Kia,Seltos 1.4,7,40000,Petrol,Manual (Regular),2,1058000,1669000,9.8,9.7,8.9,8.6,8.1,36.6087477531456,87285.71428571429,5714.285714285715,14,9.25,7.655954631379962e-06,45.1
Skoda,Kushaq Style 1.5L Tsi Dsg*,5,60000,Petrol,Automatic (Dct),1,1248000,1619000,9.8,9.6,8.1,9.1,8.2,22.91537986411365,74200.0,12000.0,5,9.15,6.5705128205128195e-06,44.8
Ford,Ecosport Titanium 1.5 (Opt),12,94000,Diesel,Manual (Regular),2,476000,980000,9.4,8.9,8.0,7.7,7.6,51.42857142857142,42000.0,7833.333333333333,24,8.5,1.5966386554621848e-05,41.6
Volkswagen,Taigun Topline 1.0 Tsi,4,34000,Petrol,Manual (Regular),1,1136000,1539900,9.9,9.8,9.4,9.3,8.8,26.228975907526465,100975.0,8500.0,4,9.600000000000001,7.746478873239438e-06,47.2
Tata,Nexon Luxs Dark,3,24000,Petrol,Automatic (Amt),1,1066000,1259900,9.9,9.8,9.6,8.7,8.8,15.390110326216366,64633.333333333336,8000.0,3,9.5,8.255159474671671e-06,46.8
Hyundai,Creta E 1.4 Crdi,8,118000,Diesel,Manual (Regular),1,717000,999900,9.5,9.2,8.2,7.3,8.4,28.292829282928295,35362.5,14750.0,8,8.549999999999999,1.1715481171548117e-05,42.599999999999994
Tata,Nexon,8,96000,Diesel,Manual (Regular),1,562000,873000,9.2,8.8,7.4,7.9,7.9,35.62428407789233,38875.0,12000.0,8,8.325,1.405693950177936e-05,41.199999999999996
Tata,Punch Creative,3,21000,Petrol,Automatic (Amt),1,795000,974900,9.9,9.8,9.7,9.3,8.7,18.453174684583036,59966.666666666664,7000.0,3,9.675,1.0943396226415093e-05,47.400000000000006
Mahindra,Thar Lx Hard 4Wd*,4,67000,Diesel,Automatic (Torque Convertor),1,1244000,1415000,9.5,9.2,8.4,9.0,7.9,12.084805653710246,42750.0,16750.0,4,9.025,6.35048231511254e-06,44.0
Mahindra,Xuv700 Ax5 7 Str,2,49000,Diesel,Manual (Regular),1,1781000,1824000,9.8,9.7,9.5,8.8,8.5,2.357456140350877,21500.0,24500.0,2,9.45,4.772599663110612e-06,46.3
Tata,Harrier Xma*,6,39000,Diesel,Automatic (Torque Convertor),1,1184000,1780000,9.8,9.7,9.1,8.2,8.7,33.48314606741573,99333.33333333333,6500.0,6,9.2,7.347972972972973e-06,45.5
Skoda,Kushaq Style 1.5L Tsi Mt*,5,51000,Petrol,Manual (Regular),2,1045000,1619000,9.8,9.7,8.2,8.7,8.7,35.453983940704134,114800.0,10200.0,10,9.1,8.32535885167464e-06,45.099999999999994
Ford,Ecosport Titanium + 1.5L Ti-Vct,8,68000,Petrol,Automatic (Torque Convertor),1,703000,1137000,9.8,9.6,9.0,8.5,8.2,38.17062445030783,54250.0,8500.0,8,9.225,1.166429587482219e-05,45.099999999999994
Nissan,Magnite Xv,2,25000,Petrol,Manual (Regular),1,673000,860000,9.9,9.8,9.7,9.5,9.0,21.744186046511626,93500.0,12500.0,2,9.725000000000001,1.337295690936107e-05,47.900000000000006
Renault,Kiger Dual Tone,3,25000,Petrol,Manual (Regular),1,624000,817000,9.9,9.8,9.3,9.5,9.2,23.623011015911874,64333.333333333336,8333.333333333334,3,9.625,1.4743589743589742e-05,47.7
Hyundai,Venue 1.2,3,36000,Petrol,Manual (Regular),1,892000,1089900,9.9,9.8,8.9,8.7,8.1,18.1576291402881,65966.66666666667,12000.0,3,9.325,9.080717488789237e-06,45.4
Maruti,Suzuki Brezza Dual Tone,4,123000,Petrol,Manual (Regular),1,882000,1246000,9.6,9.2,8.0,8.2,8.1,29.213483146067414,91000.0,30750.0,4,8.75,9.183673469387754e-06,43.1
Honda,Br-V S,8,79000,Diesel,Manual (Regular),2,655000,1134000,9.6,9.2,8.3,6.3,8.2,42.239858906525576,59875.0,9875.0,16,8.35,1.2519083969465648e-05,41.599999999999994
Tata,Punch Creative Dual Tone Sunroof,2,19000,Petrol,Automatic (Amt),1,876000,989900,9.9,9.8,9.2,9.2,8.8,11.5062127487625,56950.0,9500.0,2,9.525,1.0045662100456622e-05,46.900000000000006
Mahindra,Xuv700 Ax 7 Luxury Pack 7 Str*,4,54000,Diesel,Manual (Regular),1,1859000,2145000,9.8,9.6,9.0,9.0,8.4,13.333333333333334,71500.0,13500.0,4,9.35,4.518558364712211e-06,45.8
Maruti,Suzuki Brezza Dual Tone,3,36000,Petrol,Manual (Regular),1,1014000,1248000,9.9,9.8,9.4,8.9,8.7,18.75,78000.0,12000.0,3,9.5,8.579881656804733e-06,46.7
Hyundai,Creta 1.4 7,6,92000,Petrol,Automatic (Dct),1,1086000,1616000,9.6,9.1,8.9,8.6,8.2,32.7970297029703,88333.33333333333,15333.333333333334,6,9.05,7.550644567219153e-06,44.400000000000006
Hyundai,Creta 1.6,11,104000,Petrol,Manual (Regular),1,641000,1119000,9.6,9.2,7.4,8.2,8.8,42.71671134941912,43454.545454545456,9454.545454545454,11,8.599999999999998,1.372854914196568e-05,43.19999999999999
Ford,Ecosport Titanium 1.5L Ti-Vct,0,0,,,1,693000,1099000,9.709160305,9.450763359,8.820229008,8.648275862,8.382824427,36.94267515923567,72666.66666666667,11250.0,0,9.157107133499998,1.2096427744588743e-05,45.011252961
Hyundai,Venue 1.0,3,55000,Petrol,Automatic (Dct),1,1032000,1272000,9.7,9.6,9.4,9.0,7.5,18.867924528301888,80000.0,18333.333333333332,3,9.424999999999999,7.267441860465117e-06,45.199999999999996
Hyundai,Creta 1.6,10,107000,Diesel,Manual (Regular),2,755000,1376880,9.4,8.9,7.1,7.4,8.6,45.16588228458544,62188.0,10700.0,20,8.2,1.1390728476821191e-05,41.4
Hyundai,Alcazar Signature 6 Str 1.5 Diesel*,4,82000,Diesel,Manual (Regular),1,1442000,1999900,9.7,9.5,9.0,8.5,8.9,27.896394819740987,139475.0,20500.0,4,9.175,6.171983356449376e-06,45.6
Maruti,Suzuki Brezza,3,36000,Petrol,Manual (Regular),1,1030000,1248000,9.9,9.8,9.5,9.4,8.8,17.467948717948715,72666.66666666667,12000.0,3,9.65,8.54368932038835e-06,47.400000000000006
Mahindra,Xuv 300 1.2,3,14000,Petrol,Automatic (Amt),1,904000,1145000,9.9,9.7,9.4,9.2,9.0,21.048034934497817,80333.33333333333,4666.666666666667,3,9.55,9.95575221238938e-06,47.2
Tata,Punch Creative Amt*,2,10000,Petrol,Automatic (Amt),1,842000,989900,9.9,9.9,8.1,9.8,9.3,14.940903121527427,73950.0,5000.0,2,9.425,1.1045130641330167e-05,47.0
Hyundai,Creta 1.6,7,76000,Petrol,Manual (Regular),1,821000,1346000,9.7,9.5,8.7,8.4,8.4,39.004457652303124,75000.0,10857.142857142857,7,9.075,1.023142509135201e-05,44.699999999999996
Tata,Nexon,8,116000,Petrol,Automatic (Amt),1,600000,1030000,9.4,9.1,8.6,8.2,7.2,41.74757281553398,53750.0,14500.0,8,8.825,1.2e-05,42.5
Tata,Curvv Creative S 1.5 Kryojet 6Mt*,2,19000,Diesel,Manual (Regular),1,1454000,1399900,9.9,9.9,9.4,9.3,9.3,-3.8645617544110293,-27050.0,9500.0,2,9.625,6.396148555708391e-06,47.8
